claim_id,claim_seq,policy_id,equipment_id,equipment_type,equipment_age,solar_system,maintenance_int,usage_int,exposure,claim_amount
EF-C-0001757,1,EF-940243,EQ-514002,FexStram Carrier,13.816,Zeta,684.77,12.55,0.642,42688
EF-C-0001758,1,EF-321628,EQ-301587,FexStram Carrier,4.865,Epsilon,274.14,7.35,0.508,29973
EF-C-0001759,1,EF-633325,EQ-939278,Graviton Extractor,18.954,Helionis Cluster,629.45,23.54,0.453,75625
EF-C-0001760,2,EF-633325,EQ-939278,Graviton Extractor,18.954,Helionis Cluster,629.45,23.54,0.453,105251
EF-C-0001761,1,EF-633325,EQ-939278,Graviton Extractor,18.954,Helionis Cluster,629.45,23.54,0.453,89874
EF-C-0001762,2,EF-633325,EQ-939278,Graviton Extractor,18.954,Helionis Cluster,629.45,23.54,0.453,64352
EF-C-0001763,1,EF-597977,EQ-000344,Ion Pulverizer,8.331,Epsilon,904.64,17.65,0.542,64669
EF-C-0001764,1,EF-368113,EQ-771938,Flux Rider,14.51,Zeta,287.54,2.16,0.656,62351
EF-C-0001765,2,EF-368113,EQ-771938,Flux Rider,14.51,Zeta,287.54,2.16,0.656,21414
EF-C-0001766,1,EF-368113,EQ-771938,Flux Rider,14.51,Zeta,287.54,2.16,0.656,79995
EF-C-0001767,2,EF-368113,EQ-771938,Flux Rider,14.51,Zeta,287.54,2.16,0.656,22353
EF-C-0001768,1,EF-748363,EQ-077433,Graviton Extractor,12.558,Zeta,1795.94,9.49,0.641,53917
EF-C-0001769,1,EF-467285,EQ-891796,Quantum Bore,15.542,Zeta,1628.07,22.54,0.797,272108
EF-C-0001770,1,EF-645430,EQ-987204,Quantum Bore,18.4,Epsilon,1385.51,4.67,0.527,163839
EF-C-0001771,1,EF-137712,EQ-017595,Quantum Bore,13.194,Epsilon,925.31,12.18,0.486,52961
EF-C-0001772,17,EF-502694,EQ-618713,ReglAggregators,3.494,Epsilon,893.27,9.03,0.651,19076
EF-C-0001773,1,EF-725226,EQ-957971,ReglAggregators,11.519,Helionis Cluster,384.8,14.34,0.776,50430
EF-C-0001774,1,EF-176526,EQ-852077,ReglAggregators,9.552,Zeta,1537.16,15.22,0.565,43624
EF-C-0001775,1,EF-176307,EQ-153925,Graviton Extractor,9.361,Epsilon,1467.26,23.44,0.888,38179
EF-C-0001776,1,EF-162598,EQ-099876,Flux Rider,3,Helionis Cluster,1482.31,6.09,0.45,39577
EF-C-0001777,1,EF-249228,EQ-992281,ReglAggregators,17.672,Epsilon,743.96,15.47,0.427,95774
EF-C-0001778,2,EF-249228,EQ-992281,ReglAggregators,17.672,Epsilon,743.96,15.47,0.427,99502
EF-C-0001779,3,EF-249228,EQ-992281,ReglAggregators,17.672,Epsilon,743.96,15.47,0.427,95481
EF-C-0001780,4,EF-249228,EQ-992281,ReglAggregators,17.672,Epsilon,743.96,15.47,0.427,89830
EF-C-0001781,1,EF-031333,EQ-163844,ReglAggregators,13.375,Zeta,1437.1,14.18,0.182,76444
EF-C-0001782,1,EF-478293,EQ-377606,Graviton Extractor,12.472,Epsilon,661.17,4.51,0.69,56074
EF-C-0001783,1,EF-812517,EQ-658891,ReglAggregators,10.368,Helionis Cluster,146.96,23.05,0.339,78409
EF-C-0001784,1,EF-842923,EQ-493031,Quantum Bore,15.108,Helionis Cluster,1201.23,0.83,0.434,114039
EF-C-0001785,1,EF-308743,EQ-784066,FexStram Carrier,6.005,Helionis Cluster,1502.27,6.47,0.859,20753
EF-C-0001786,1,EF-733280,EQ-977894,Graviton Extractor,6.881,Zeta,1591.04,4.09,0.25,31684
EF-C-0001787,1,EF-761130,EQ-352601,ReglAggregators,11.306,Epsilon,1335.97,12,0.275,43576
EF-C-0001788,1,EF-962058,EQ-235133,Graviton Extractor,5.738,Zeta,1719.76,20.94,0.348,52008
EF-C-0001789,1,EF-956838,EQ-274860,Ion Pulverizer,20.996,Zeta,719.75,9.94,0.824,172594
EF-C-0001790,1,EF-033453,EQ-384993,ReglAggregators,12.597,Zeta,386.82,16.76,0.44,78962
EF-C-0001791,1,EF-963787,EQ-464694,ReglAggregators,7.725,Helionis Cluster,977.87,20.26,0.636,175979
EF-C-0001792,1,EF-899703,EQ-432807,Ion Pulverizer,14.159,Zeta,860.65,4.36,0.603,40996
EF-C-0001793,1,EF-501185,EQ-536045,Graviton Extractor,4.218,Epsilon,1567.09,16.64,0.681,38543
EF-C-0001794,1,EF-015183,EQ-919561,Ion Pulverizer,5.483,Epsilon,801.08,0.02,0.506,55367
EF-C-0001795,1,EF-692025,EQ-076576,Graviton Extractor,10.518,Helionis Cluster,781.81,1.44,0.705,64357
EF-C-0001796,1,EF-357907,EQ-533621,Quantum Bore,15.46,Zeta,1662.66,18.59,0.83,127259
EF-C-0001797,1,EF-150947,EQ-735055,ReglAggregators,5.164,Helionis Cluster,1693.27,5.71,0.844,108036
EF-C-0001798,1,EF-641182,EQ-851563,Ion Pulverizer,10.87,Epsilon,1504.13,10.65,0.579,52961
EF-C-0001799,1,EF-947589,EQ-711506,ReglAggregators,9.758,Epsilon,1085.98,13.28,0.886,62001
EF-C-0001800,1,EF-763257,EQ-490607,ReglAggregators,14.891,Epsilon,651.7,18.87,0.311,32755
EF-C-0001801,1,EF-144953,EQ-684115,ReglAggregators,5.38,Zeta,1724.53,23.96,0.688,110875
EF-C-0001802,1,EF-293828,EQ-767291,Flux Rider,8.641,Zeta,1151.1,14.45,0.47,66210
EF-C-0001803,1,EF-674511_???9072,EQ-247855,Ion Pulverizer,3,Helionis Cluster,503.17,21.83,0.141,150764
EF-C-0001804,1,EF-373540,EQ-867937,ReglAggregators,11.959,Epsilon,1515.19,1.99,0.421,80473
EF-C-0001805,1,EF-539349,EQ-714914,ReglAggregators,3,Helionis Cluster,904.01,6.89,0.937,34430
EF-C-0001806,1,EF-854293,EQ-237585,Graviton Extractor,14.309,Epsilon,979.56,5,0.582,95550
EF-C-0001807,1,EF-197787,EQ-401253,Quantum Bore,4.39,Epsilon,911.39,21,0.463,265022
EF-C-0001808,1,EF-468382,EQ-757306,Ion Pulverizer,8.85,Helionis Cluster,1085.12,10.5,0.488,91003
EF-C-0001809,1,EF-058245,EQ-049111,ReglAggregators,-13.841,Epsilon,1375,7.9,0.427,152575
EF-C-0001810,1,EF-098894,EQ-266588,Ion Pulverizer,8.262,Zeta,1381.52,0.81,0.539,57853
EF-C-0001811,1,EF-401099,EQ-549321,Quantum Bore,7.428,Helionis Cluster,866.02,22.02,0.43,139477
EF-C-0001812,1,EF-696682,EQ-472002,Quantum Bore,6.797,Epsilon,831.33,10.53,0.651,53440
EF-C-0001813,1,EF-460448,EQ-518790,FexStram Carrier,5.959,Helionis Cluster,1601.66,22.5,0.97,38082
EF-C-0001814,1,EF-956425,EQ-367744,ReglAggregators,6.778,Zeta,1382.25,20.39,0.57,140717
EF-C-0001815,1,EF-357536,EQ-051968,Ion Pulverizer,10.174,Zeta,1003.9,23.31,0.855,117108
EF-C-0001816,1,EF-443289,EQ-597199,ReglAggregators,3,Epsilon,113.95,4.32,0.143,55458
EF-C-0001817,1,EF-473517,EQ-006116,Flux Rider,11.543,Zeta,1669.3,16.58,0.139,70713
EF-C-0001818,1,EF-491825,EQ-776989,Quantum Bore,12.889,Helionis Cluster,1145.49,19.61,0.774,85272
EF-C-0001819,1,EF-303925,EQ-399827,ReglAggregators,4.804,Zeta,1174.51,8.42,0.434,33659
EF-C-0001820,1,EF-650941,EQ-894243,Quantum Bore,4.401,Zeta,675.8,18.26,0.535,341576
EF-C-0001821,1,EF-391650,EQ-398365,ReglAggregators,7.693,Epsilon,1506.13,1.85,0.691,145941
EF-C-0001822,1,EF-091898,EQ-606781,Ion Pulverizer,9.155,Epsilon,1399.98,23.9,0.739,33456
EF-C-0001823,1,EF-785230,EQ-602684,Ion Pulverizer,14.36,Zeta,1254.38,20.64,0.601,100864
EF-C-0001824,1,EF-123934,EQ-882643,Quantum Bore,10.096,Helionis Cluster,1162.67,9.75,0.563,100665
EF-C-0001825,1,EF-458147,EQ-289786,Ion Pulverizer,6.995,Helionis Cluster,314.48,16.51,0.512,51294
EF-C-0001826,1,EF-709205,EQ-686330,ReglAggregators,12.251,Epsilon,1391.35,18.76,0.573,81889
EF-C-0001827,1,EF-740110,EQ-833610,FexStram Carrier,13.043,Zeta,1709.02,7.01,0.527,39554
EF-C-0001828,1,EF-465197,EQ-681777,FexStram Carrier,13.664,Zeta,809.06,5.73,0.512,19567
EF-C-0001829,1,EF-857372,EQ-660571,ReglAggregators,6.028,Zeta,1732.81,7.56,0.441,218600
EF-C-0001830,1,EF-372971,EQ-423253,Ion Pulverizer,3.239,Helionis Cluster,1225.44,20.87,0.632,61748
EF-C-0001831,1,EF-017458,EQ-498778,ReglAggregators,5.779,Epsilon,1464.87,18.47,0.684,62467
EF-C-0001832,1,EF-734935,EQ-253536,FexStram Carrier,17.845,Zeta,726.1,23.24,0.624,38203
EF-C-0001833,1,EF-804410,EQ-551112,Ion Pulverizer,13.328,Helionis Cluster,418.05,16.06,0.405,70259
EF-C-0001834,1,EF-433703,EQ-500535,Quantum Bore,11.513,Helionis Cluster,728.85,8.81,0.769,154929
EF-C-0001835,1,EF-557088,EQ-366988,Ion Pulverizer,11.52,Zeta,1502.4,10.35,0.749,62023
EF-C-0001836,1,EF-524578,EQ-701599,FexStram Carrier,14.271,Zeta,664.18,9.25,0.398,30066
EF-C-0001837,1,EF-633281,EQ-818361,ReglAggregators,3,Zeta,1438.72,23.5,0.561,53370
EF-C-0001838,1,EF-721255,EQ-095453,ReglAggregators,13.88,Zeta,799.99,5.93,0.633,108326
EF-C-0001839,1,EF-934635,EQ-508994,Flux Rider,3,Zeta,1636.78,14.25,0.643,89160
EF-C-0001840,1,EF-363198,EQ-627401,Flux Rider,14.79,Epsilon,577.99,9.41,0.652,50435
EF-C-0001841,1,EF-406991,EQ-853618,Quantum Bore,18.107,Zeta,1738.86,22.78,0.939,327089
EF-C-0001842,1,EF-481902,EQ-327794,Flux Rider,14.938,Epsilon,1753.14,18.46,0.871,55787
EF-C-0001843,1,EF-623425,EQ-795351,ReglAggregators,3,Helionis Cluster,351.25,16.25,0.636,39382
EF-C-0001844,1,EF-023786,EQ-318211,Graviton Extractor,14.535,Zeta,1257.26,10.91,0.321,98187
EF-C-0001845,1,EF-029991,EQ-301578,ReglAggregators,5.433,Helionis Cluster,957.05,11.7,0.591,125428
EF-C-0001846,1,EF-175080,EQ-911588,Quantum Bore,8.622,Zeta,156.34,22.47,0.61,244482
EF-C-0001847,1,EF-013935,EQ-847521,ReglAggregators,11.957,Epsilon,707.68,10.02,0.658,46218
EF-C-0001848,1,EF-049016,EQ-902196,Quantum Bore,5.794,Zeta,610.61,21.15,0.718,94759
EF-C-0001849,1,EF-439949,EQ-673166,FexStram Carrier,19.29,Zeta,703.97,8.49,0.675,36210
EF-C-0001850,1,EF-338095,EQ-428232,Quantum Bore,3.208,Zeta,1690.8,6.16,0.378,40825
EF-C-0001851,1,EF-853657,EQ-014683,ReglAggregators,18.509,Zeta,1301.81,14.58,0.654,108987
EF-C-0001852,1,EF-545942,EQ-460903,Flux Rider,22.197,Epsilon,1668.82,18.43,0.186,72288
EF-C-0001853,1,EF-946630,EQ-880760,Unknown,24.627,Epsilon,1583.22,18.4,0.776,109664
EF-C-0001854,1,EF-528398,EQ-729910,Flux Rider,6.027,Helionis Cluster,1489.72,10.35,0.499,45492
EF-C-0001855,1,EF-954915,EQ-676357,FexStram Carrier,8.698,Epsilon,1021,22.8,0.608,37071
EF-C-0001856,1,EF-196595,EQ-272206,Flux Rider,11.714,Epsilon,1132.28,23.64,0.827,39547
EF-C-0001857,1,EF-947659,EQ-563339,ReglAggregators,16.16,Helionis Cluster,1248.71,9.84,0.251,65211
EF-C-0001858,1,EF-982890,EQ-096347,Quantum Bore,23.117,Epsilon,423.78,14.2,0.846,167856
EF-C-0001859,2,EF-982890,EQ-096347,Quantum Bore,23.117,Epsilon,423.78,14.2,0.846,161981
EF-C-0001860,1,EF-982890,EQ-096347,Quantum Bore,23.117,Epsilon,423.78,14.2,0.846,87085
EF-C-0001861,2,EF-982890,EQ-096347,Quantum Bore,23.117,Epsilon,423.78,14.2,11.33589645,84237
EF-C-0001862,1,EF-324319,EQ-138207,Ion Pulverizer,15.576,Zeta,903.8,8.71,0.885,71685
EF-C-0001863,2,EF-324319,EQ-138207,Ion Pulverizer,15.576,Zeta,903.8,8.71,0.885,108884
EF-C-0001864,1,EF-324319,EQ-138207,Ion Pulverizer,15.576,Zeta,903.8,8.71,0.885,64114
EF-C-0001865,2,EF-324319,EQ-138207,Ion Pulverizer,15.576,Zeta,903.8,8.71,0.885,96866
EF-C-0001866,1,EF-224154,EQ-914071,Flux Rider,21.398,Helionis Cluster,1547.16,3.01,0.333,67807
EF-C-0001867,1,EF-150858,EQ-542839,ReglAggregators,6.351,Zeta,1106.79,11.17,0.737,99581
EF-C-0001868,1,EF-366878,EQ-996156,Quantum Bore,15.265,Epsilon,1166.22,13,0.714,102081
EF-C-0001869,2,EF-366878,EQ-996156,Quantum Bore,15.265,Epsilon,1166.22,13,0.714,187045
EF-C-0001870,1,EF-366878,EQ-996156,Quantum Bore,15.265,Epsilon,1166.22,13,0.714,111511
EF-C-0001871,2,EF-366878,EQ-996156,Quantum Bore,15.265,Epsilon,1166.22,13,0.714,67816
EF-C-0001872,1,EF-995590,EQ-807828,Quantum Bore,18.757,Epsilon,634.83,4.44,0.665,173401
EF-C-0001873,1,EF-137210,EQ-888693,ReglAggregators,14.811,Zeta,147.33,6.07,0.601,46595
EF-C-0001874,1,EF-895258,EQ-300291,ReglAggregators,10.356,Zeta,1779.68,23.77,0.114,80286
EF-C-0001875,1,EF-985526,EQ-490881,Flux Rider,3,Epsilon,1755.57,3.01,0.657,44426
EF-C-0001876,1,EF-912628,EQ-628160,Flux Rider,7.408,Zeta,847.28,2.24,0.23,217630
EF-C-0001877,1,EF-485145,EQ-730898,ReglAggregators,9.342,Helionis Cluster,1628.94,22.62,0.681,62064
EF-C-0001878,2,EF-485145,EQ-730898,ReglAggregators,9.342,Helionis Cluster,1628.94,22.62,0.681,173959
EF-C-0001879,1,EF-485145,EQ-730898,ReglAggregators,9.342,Helionis Cluster,1628.94,22.62,0.681,68493
EF-C-0001880,2,EF-485145,EQ-730898,ReglAggregators,9.342,Helionis Cluster,1628.94,22.62,0.681,120575
EF-C-0001881,1,EF-720592,EQ-608108,Ion Pulverizer,19.83,Zeta,669.61,0.14,0.691,58535
EF-C-0001882,1,EF-921638,EQ-184492,Ion Pulverizer,6.214,Zeta,1629.79,12.27,0.378,78941
EF-C-0001883,1,EF-590671,EQ-468876,Ion Pulverizer,8.386,Zeta,1776.56,20.95,0.538,215408
EF-C-0001884,2,EF-590671,EQ-468876,Ion Pulverizer,8.386,Zeta,1776.56,20.95,0.538,164628
EF-C-0001885,1,EF-590671,EQ-468876,Ion Pulverizer,8.386,Zeta,1776.56,20.95,0.538,52299
EF-C-0001886,2,EF-590671,EQ-468876,Ion Pulverizer,8.386,Zeta,1776.56,20.95,0.538,174057
EF-C-0001887,1,EF-425758,EQ-680774,Quantum Bore,10.509,Epsilon,1277.04,23.09,0.826,121485
EF-C-0001888,1,EF-201951,EQ-403149,Flux Rider,3,Epsilon,738.47,21.97,0.417,55307
EF-C-0001889,1,EF-367183,EQ-829078,ReglAggregators,14.103,Helionis Cluster,1789.51,16,0.217,108164
EF-C-0001890,1,EF-809077,EQ-947952,ReglAggregators,10.976,Helionis Cluster,408.27,21.19,0.578,56927
EF-C-0001891,1,EF-183642,EQ-846222,ReglAggregators,9.488,Helionis Cluster,226.95,10.93,0.728,0
EF-C-0001892,1,EF-347752,EQ-144962,Quantum Bore,11.761,Zeta,1545.28,6.44,0.63,49587
EF-C-0001893,1,EF-623236,EQ-837128,ReglAggregators,12.511,Epsilon,745.33,3.82,0.807,97191
EF-C-0001894,1,EF-096452,EQ-639120,Flux Rider,19.393,Helionis Cluster,493.7,14.49,0.893,40625
EF-C-0001895,1,EF-527490,EQ-043801,Quantum Bore,7.504,Zeta,791.53,10.11,0.515,77389
EF-C-0001896,1,EF-239571,EQ-992436,Quantum Bore,3,Epsilon,1116.64,14.86,0.638,132279
EF-C-0001897,1,EF-942248,EQ-902726,Flux Rider,4.553,Epsilon,1512.6,7.91,0.658,51669
EF-C-0001898,1,EF-931823,EQ-994643,Quantum Bore,10.345,Zeta,799.26,14.86,0.434,121113
EF-C-0001899,1,EF-545768,EQ-844457,FexStram Carrier,12.622,Helionis Cluster,990.73,17.81,0.533,59603
EF-C-0001900,2,EF-545768,EQ-844457,FexStram Carrier,12.622,Helionis Cluster,990.73,17.81,0.533,43271
EF-C-0001901,1,EF-545768,EQ-844457,FexStram Carrier,12.622,Helionis Cluster,990.73,17.81,0.533,44902
EF-C-0001902,2,EF-545768,EQ-844457,FexStram Carrier,12.622,Helionis Cluster,990.73,17.81,0.533,19433
EF-C-0001903,1,EF-686733,EQ-021868,Graviton Extractor,6.126,Epsilon,1319.88,17.74,0.558,105033
EF-C-0001904,1,EF-198835,EQ-894260,Flux Rider,14.317,Zeta,594.33,7.09,0.528,75283
EF-C-0001905,1,EF-473138,EQ-666618,Graviton Extractor,7.757,Zeta,1043.38,2.74,0.33,113308
EF-C-0001906,1,EF-289112,EQ-384153,Graviton Extractor,12.042,Epsilon,1655.27,22.68,0.426,-143006
EF-C-0001907,1,EF-785363,EQ-669753,Ion Pulverizer,14.652,Zeta,855.48,23.12,0.484,191725
EF-C-0001908,1,EF-348089,EQ-809073,Graviton Extractor,11.966,Epsilon,1040.14,10.03,0.341,105699
EF-C-0001909,1,EF-785031,EQ-788562,Ion Pulverizer,12.363,Epsilon,309.59,18.27,0.511,75843
EF-C-0001910,1,EF-386617,EQ-402786,Ion Pulverizer,7.142,Epsilon,1571.48,10.75,0.78,162691
EF-C-0001911,1,EF-105874,EQ-073889,Graviton Extractor,10.877,Epsilon,298.87,4.78,0.452,161641
EF-C-0001912,1,EF-976665,EQ-442648,FexStram Carrier,19.607,Zeta,1776.08,15.76,0.328,49464
EF-C-0001913,1,EF-407846,EQ-114687,Ion Pulverizer,5.185,Epsilon,439.77,13.16,0.719,87552
EF-C-0001914,1,EF-681336,EQ-325465,ReglAggregators,3,Zeta,657.57,1.47,0.791,62744
EF-C-0001915,1,EF-071504,EQ-656516,Quantum Bore,8.778,Helionis Cluster,400.62,23.86,0.785,164506
EF-C-0001916,1,EF-187392,EQ-878998,Quantum Bore,5.419,Zeta,1310.38,10.81,0.326,159460
EF-C-0001917,1,EF-109750,EQ-606780,Ion Pulverizer,10.151,Zeta,1236.74,22.33,0.656,88470
EF-C-0001918,1,EF-266893,EQ-980668,Graviton Extractor,16.333,Epsilon,1249.06,16.31,0.228,75475
EF-C-0001919,1,EF-855741,EQ-842525,ReglAggregators,20.733,Zeta,1533.94,17.68,0.764,282127
EF-C-0001920,1,EF-294829,EQ-804086,ReglAggregators,11.599,Epsilon,1489.34,2.2,0.784,89029
EF-C-0001921,1,EF-121975,EQ-696990,ReglAggregators,13.857,Helionis Cluster,1644.57,6.49,0.953,60994
EF-C-0001922,1,EF-518063,EQ-193292,Ion Pulverizer,13.279,Epsilon,1372.53,23.92,0.676,116137
EF-C-0001923,1,EF-388801,EQ-048145,Quantum Bore,22.648,Zeta,1424.07,4.99,0.522,110131
EF-C-0001924,1,EF-990749,EQ-982683,Graviton Extractor,8.815,Epsilon,1282.89,10.78,0.683,33353
EF-C-0001925,1,EF-792755,EQ-778123,Ion Pulverizer,0,Epsilon,1474.04,4.56,-0.749,43789
EF-C-0001926,1,EF-447632,EQ-183623,FexStram Carrier,8.659,Helionis Cluster,218.3,14.29,0.474,20496
EF-C-0001927,2,EF-447632,EQ-183623,FexStram Carrier,8.659,Helionis Cluster,218.3,14.29,0.474,48547
EF-C-0001928,1,EF-447632,EQ-183623,FexStram Carrier,8.659,Helionis Cluster,218.3,14.29,0.474,44741
EF-C-0001929,2,EF-447632,EQ-183623,FexStram Carrier,8.659,Helionis Cluster,218.3,14.29,0.474,9183
EF-C-0001930,1,EF-231313,EQ-852373,ReglAggregators,9.79,Epsilon,1097.32,16.82,0.396,89832
EF-C-0001931,1,EF-110292,EQ-980635,Flux Rider,20.331,Zeta,1204.74,13.52,0.622,33700
EF-C-0001932,1,EF-744653,EQ-042841,Ion Pulverizer,11.809,Epsilon,1377.19,5.46,0.352,54762
EF-C-0001933,1,EF-710266,EQ-828285,Graviton Extractor,7.37,Epsilon,1546.07,21.29,0.619,38012
EF-C-0001934,1,EF-569152,EQ-025903,Flux Rider,8.672,Zeta,162.08,17.61,0.645,118102
EF-C-0001935,1,EF-960858,EQ-585496,Graviton Extractor,12.361,Zeta,548.04,22.29,0.404,136708
EF-C-0001936,1,EF-567823,EQ-239312,ReglAggregators,6.62,Helionis Cluster,893.83,16.67,0.743,38039
EF-C-0001937,1,EF-845259,EQ-929883,Graviton Extractor,21.107,Zeta,996.12,8.61,0.463,179196
EF-C-0001938,1,EF-444603,EQ-111046,Quantum Bore,7.818,Helionis Cluster,622.42,0.13,0.683,36161
EF-C-0001939,1,EF-311785,EQ-331107,Ion Pulverizer,15.682,Zeta,1672.68,7.04,0.312,42270
EF-C-0001940,2,EF-311785,EQ-331107,Ion Pulverizer,15.682,Zeta,1672.68,7.04,0.312,283214
EF-C-0001941,1,EF-311785,EQ-331107,Ion Pulverizer,15.682,Zeta,1672.68,7.04,0.312,54360
EF-C-0001942,2,EF-311785,EQ-331107,Ion Pulverizer,15.682,Zeta,1672.68,7.04,0.312,26690
EF-C-0001943,1,EF-116059,EQ-162621,Quantum Bore,15.614,Helionis Cluster,1674.36,7.05,0.781,210017
EF-C-0001944,1,EF-780100,EQ-786369,Graviton Extractor,7.669,Zeta,1390.17,18.11,0.534,47191
EF-C-0001945,1,EF-704037,EQ-745906,Flux Rider,10.413,Helionis Cluster,1548.68,14.89,0.252,70864
EF-C-0001946,1,EF-743342,EQ-726907,Quantum Bore,13.844,Helionis Cluster,1192.3,6.21,0.603,91471
EF-C-0001947,1,EF-160250,EQ-116593,Graviton Extractor,17.166,Zeta,1535.66,5.29,0.701,70909
EF-C-0001948,1,EF-824628,EQ-319834,Quantum Bore,7.68,Zeta,511.19,13.34,0.639,313302
EF-C-0001949,1,EF-508309,EQ-943954,ReglAggregators,8.021,Epsilon,184,19.79,0.47,87586
EF-C-0001950,1,EF-842337,EQ-101667,ReglAggregators,13.971,Helionis Cluster,478.83,17.91,0.761,41031
EF-C-0001951,1,EF-622817,EQ-742515,Ion Pulverizer,3,Epsilon,807.47,11.48,0.642,76376
EF-C-0001952,1,EF-240912,EQ-476156,Quantum Bore,15.572,Epsilon,766.02,17.07,0.297,160308
EF-C-0001953,1,EF-785476,EQ-697486,Graviton Extractor,5.8,Epsilon,501.36,23.39,0.473,62330
EF-C-0001954,1,EF-428351,EQ-725288,ReglAggregators,7.049,Epsilon,1125.61,7.02,0.397,47098
EF-C-0001955,1,EF-173185,EQ-431046,FexStram Carrier,5.964,Zeta,1527.56,13.33,0.607,40389
EF-C-0001956,1,EF-206698,EQ-263671,Flux Rider,4.052,Zeta,1557.71,2.02,0.616,9621
EF-C-0001957,1,EF-302903,EQ-655400,Graviton Extractor,12.659,Zeta,176.72,15.86,0.471,200291
EF-C-0001958,1,EF-875915,EQ-403777,FexStram Carrier,9.22,Helionis Cluster,199.13,15.8,0.673,30815
EF-C-0001959,1,EF-443756,EQ-998977,Quantum Bore,13.823,Zeta,1385.89,21.07,0.586,218549
EF-C-0001960,1,EF-173399,EQ-569083,Flux Rider,9.437,Zeta,535.89,10.54,0.784,87668
EF-C-0001961,1,EF-274353,EQ-184621,ReglAggregators,7.091,Epsilon,0,15.55,0.734,64162
EF-C-0001962,1,EF-810859,EQ-643510,Graviton Extractor,6.543,Zeta,1676.03,1.07,0.311,31267
EF-C-0001963,1,EF-328216,EQ-582550,Ion Pulverizer,11.767,Epsilon,500.12,4.01,0.631,85881
EF-C-0001964,1,EF-945444,EQ-366640,Quantum Bore,8.496,Epsilon,1472.53,14.85,0.807,39872
EF-C-0001965,1,EF-564206,EQ-300712,Graviton Extractor,9.654,Zeta,588.76,10.28,0.549,72987
EF-C-0001966,1,EF-133168,EQ-711005,Ion Pulverizer,6.656,Epsilon,1650.49,12.78,0.846,49186
EF-C-0001967,1,EF-287366,EQ-860557,ReglAggregators,6.055,Epsilon,672.93,23.26,0.465,246055
EF-C-0001968,1,EF-330749,EQ-956475,Quantum Bore,8.32,Epsilon,1464.41,8.69,0.355,56662
EF-C-0001969,1,EF-842639,EQ-733437,Ion Pulverizer,9.386,Zeta,668.26,18.68,0.742,75953
EF-C-0001970,1,EF-790965,EQ-657123,ReglAggregators,14.506,Zeta,1799.42,22.81,0.391,136038
EF-C-0001971,1,EF-135679,EQ-073266,Ion Pulverizer,6.821,Zeta,1178.41,17.51,0.866,149545
EF-C-0001972,1,EF-380064,EQ-308231,Quantum Bore,15.438,Zeta,714.68,2.54,0.302,261845
EF-C-0001973,1,Unknown,EQ-369797,FexStram Carrier,17.676,Zeta,838.72,1,0.681,79061
EF-C-0001974,1,EF-888440,EQ-233885,FexStram Carrier,17.204,Epsilon,1369.29,20.48,0.46,37859
EF-C-0001975,1,EF-991201,EQ-584748,ReglAggregators,13.502,Zeta,757.36,13.63,0.163,90899
EF-C-0001976,1,EF-572102,EQ-381941,Flux Rider,11.33,Zeta,782.73,21.81,0.884,56070
EF-C-0001977,1,EF-789023,EQ-442665,Flux Rider,12.259,Epsilon,1573.11,0.1,0.343,35863
EF-C-0001978,1,EF-257840,EQ-521888,ReglAggregators,18.506,Zeta,337.79,12.1,0.703,143215
EF-C-0001979,1,EF-858537,EQ-818747,Quantum Bore,19.27,Zeta,1394.32,10.57,0.463,155668
EF-C-0001980,1,EF-989743,EQ-699701,Flux Rider,10.866,Zeta,322.48,17.25,0.847,54734
EF-C-0001981,1,EF-059134,EQ-271763,Ion Pulverizer,6.864,Helionis Cluster,1627.5,18.07,0.712,43808
EF-C-0001982,1,EF-114920,EQ-899655,Ion Pulverizer,0,Zeta,1021.41,19.78,0.279,468414
EF-C-0001983,1,EF-408294,EQ-542341,Flux Rider,15.161,Epsilon,860.66,10.17,0.478,105341
EF-C-0001984,1,EF-989896,EQ-138799,Flux Rider,11.112,Epsilon,453.86,21.89,0.746,63597
EF-C-0001985,1,EF-808114,EQ-155742,FexStram Carrier,5.999,Epsilon,1146.9,10.9,0.717,47280
EF-C-0001986,1,EF-922717,EQ-678213,Quantum Bore,10.291,Zeta,821.23,7.94,0.512,105393
EF-C-0001987,1,EF-707242,EQ-930202,Ion Pulverizer,3,Epsilon,307.18,21.24,0.509,128258
EF-C-0001988,1,EF-869899,EQ-241814,FexStram Carrier,16.023,Epsilon,1555.59,11.35,0.587,31270
EF-C-0001989,1,EF-000316,EQ-620024,Flux Rider,13.573,Epsilon,714.46,22.03,0.285,57060
EF-C-0001990,1,EF-541732,EQ-224524,Ion Pulverizer,7.345,Helionis Cluster,983.6,22.32,0.477,68733
EF-C-0001991,1,EF-382490,EQ-574859,Flux Rider,15.128,Epsilon,182.59,18.8,0.433,76988
EF-C-0001992,1,EF-595769,EQ-861388,Graviton Extractor,11.377,Epsilon,130.35,17.72,0.764,126908
EF-C-0001993,1,EF-427761,EQ-494524,Ion Pulverizer,6.735,Helionis Cluster,121.73,9.04,0.673,34596
EF-C-0001994,1,EF-654174,EQ-119981,Ion Pulverizer,6.868,Epsilon,582.7,22.09,0.299,144249
EF-C-0001995,1,EF-927102,EQ-423699,Ion Pulverizer,9.844,Helionis Cluster,1055.84,11.98,0.584,80760
